label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
O,0.0,0.0,0.0,-0.10418981313705444,-0.01825195550918579,0.003712162083616022,-0.17520195245742798,-0.05434989929199219,-0.008828498249272343,-0.2291671633720398,-0.08200430870056152,-0.03065105417124414,-0.23272734880447388,-0.12789440155029297,-0.049117301416913506,-0.1084432601928711,-0.2540127635002136,0.024873453366240028,-0.19791573286056519,-0.27524638175964355,-0.001952916442746755,-0.2262030839920044,-0.21137773990631104,-0.027410178271452423,-0.2209317684173584,-0.14751827716827393,-0.042079389852801796,-0.09266972541809082,-0.26655420660972595,0.005908345511784319,-0.20694932341575623,-0.28645169734954834,-0.020419905719677445,-0.23233962059020996,-0.20505714416503906,-0.0377306237941184,-0.21629732847213745,-0.14370769262313843,-0.04562947602323675,-0.08535468578338623,-0.2609674632549286,-0.017380506557742592,-0.20148950815200806,-0.2878802418708801,-0.044327252370635506,-0.23210060596466064,-0.20765286684036255,-0.0490056619172492,-0.21596181392669678,-0.14208531379699707,-0.04635094927004957,-0.09579795598983765,-0.23333626985549927,-0.041235365731040474,-0.19415664672851562,-0.2501823306083679,-0.0629519604270854,-0.2256382703781128,-0.19929105043411255,-0.06343277619532728,-0.21930697560310364,-0.14825469255447388,-0.0581691756968894
O,0.0,0.0,0.0,-0.10598403215408325,-0.02212679386138916,0.006153041337256582,-0.17863979935646057,-0.058064281940460205,-0.006742517157817929,-0.23508736491203308,-0.08736354112625122,-0.029457070558692067,-0.23378095030784607,-0.13327306509017944,-0.04862173336687192,-0.10982650518417358,-0.2599010467529297,0.030328356966947467,-0.20039257407188416,-0.27711084485054016,0.005799272403692157,-0.22747787833213806,-0.21158820390701294,-0.019256765648151486,-0.2238641381263733,-0.14928805828094482,-0.03450614649000272,-0.09382772445678711,-0.2724953889846802,0.010317469321762474,-0.2103126049041748,-0.2866140902042389,-0.014084501817251294,-0.2331315577030182,-0.20473229885101318,-0.031551261126423924,-0.2167797088623047,-0.14463180303573608,-0.04025285008492574,-0.08628743886947632,-0.26538267731666565,-0.013695953107799141,-0.2018572986125946,-0.28405067324638367,-0.03710244658532247,-0.23066216707229614,-0.20502501726150513,-0.04104797977151975,-0.21530547738075256,-0.14160209894180298,-0.0388970902854453,-0.09595721960067749,-0.235512375831604,-0.038335968434239476,-0.1932220757007599,-0.24625521898269653,-0.05621058928909406,-0.22295227646827698,-0.19577068090438843,-0.05591688740196332,-0.21666234731674194,-0.1470496654510498,-0.05099332395138845
O,0.0,0.0,0.0,-0.10412657260894775,-0.021764934062957764,0.0034205041316681672,-0.17728984355926514,-0.05827838182449341,-0.01084083752209608,-0.2340799868106842,-0.08658838272094727,-0.03396235653633539,-0.23310798406600952,-0.13301503658294678,-0.05339486026639406,-0.10627049207687378,-0.26188963651657104,0.024657105417304592,-0.19764158129692078,-0.2798568308353424,-0.0014291872779494952,-0.22690153121948242,-0.21358150243759155,-0.027224001153058452,-0.22512847185134888,-0.14961344003677368,-0.042802131413168354,-0.09060937166213989,-0.2733165919780731,0.006314718020462351,-0.209067702293396,-0.28725332021713257,-0.019786745919532223,-0.23311516642570496,-0.203902006149292,-0.03784184777612154,-0.2177417278289795,-0.14262408018112183,-0.04674526178712313,-0.08328300714492798,-0.2654454708099365,-0.015943151577062054,-0.19973742961883545,-0.2845573425292969,-0.04078049832457964,-0.2295621931552887,-0.20463842153549194,-0.04529581466192667,-0.21549168229103088,-0.1393793821334839,-0.04318078109497492,-0.09298819303512573,-0.2352624535560608,-0.0388395736503071,-0.19043871760368347,-0.2458420991897583,-0.058046291260666294,-0.21928274631500244,-0.19399970769882202,-0.05828961604709093,-0.21256530284881592,-0.14356547594070435,-0.05333751687282984
O,0.0,0.0,0.0,-0.10295885801315308,-0.0192374587059021,0.0015669415158185984,-0.1767810583114624,-0.054716646671295166,-0.012577133121624229,-0.2329879105091095,-0.08370846509933472,-0.035384199450447795,-0.2314385175704956,-0.12976670265197754,-0.05427129460377955,-0.10986316204071045,-0.258245587348938,0.024826926310822728,-0.19990459084510803,-0.27525585889816284,-0.0017508269368704532,-0.22620230913162231,-0.21084463596343994,-0.027505135963394878,-0.22158855199813843,-0.1475021243095398,-0.042409392873480556,-0.09421873092651367,-0.2700353264808655,0.007457887885436776,-0.20875826478004456,-0.2841155529022217,-0.01931205844385886,-0.23091381788253784,-0.20364117622375488,-0.037151503245070217,-0.21477481722831726,-0.14202404022216797,-0.04496207726998591,-0.0868561863899231,-0.2637515962123871,-0.014262881929710147,-0.20098629593849182,-0.28252890706062317,-0.04008858917160296,-0.22975778579711914,-0.203743577003479,-0.045169490257933376,-0.21478858590126038,-0.13874512910842896,-0.04255949227018618,-0.09625375270843506,-0.2354753017425537,-0.03683091593785548,-0.19281303882598877,-0.24588650465011597,-0.05642710519833827,-0.2239226996898651,-0.1957077980041504,-0.057273923287823436,-0.2199239730834961,-0.14612483978271484,-0.05230243770284915
O,0.0,0.0,0.0,-0.10113561153411865,-0.01310187578201294,0.006400992905923886,-0.16765490174293518,-0.046536803245544434,-0.003493055423518854,-0.21765583753585815,-0.07268929481506348,-0.023290465773811775,-0.2240169644355774,-0.11824333667755127,-0.04027575925158544,-0.11063414812088013,-0.23722130060195923,0.029136097802052063,-0.1935829520225525,-0.2615314722061157,0.003529017370397014,-0.21912631392478943,-0.19942086935043335,-0.02034412622617765,-0.21134424209594727,-0.13790875673294067,-0.033805030585995155,-0.09286361932754517,-0.2544688284397125,0.008992942793497605,-0.1978474259376526,-0.2756083607673645,-0.015728783981671768,-0.22111451625823975,-0.1948460340499878,-0.0319741062836556,-0.2040853202342987,-0.13660502433776855,-0.039064227791300254,-0.08289366960525513,-0.2547075152397156,-0.015588645079901653,-0.19383442401885986,-0.2825348973274231,-0.04274122715162321,-0.22148600220680237,-0.20182621479034424,-0.04775463342832609,-0.20296600461006165,-0.13925433158874512,-0.0449927665309815,-0.09018033742904663,-0.23270457983016968,-0.0404081076400189,-0.1890183389186859,-0.24753743410110474,-0.06273762807416006,-0.21622419357299805,-0.1939941644668579,-0.06323375478552862,-0.2041420340538025,-0.14365005493164062,-0.05786370039152189
O,0.0,0.0,0.0,-0.1020323634147644,-0.012524247169494629,0.007658643247054897,-0.16957679390907288,-0.04621469974517822,-0.0008997589983437138,-0.2181817591190338,-0.07410341501235962,-0.019912931537760414,-0.22198611497879028,-0.11898136138916016,-0.036033432400358834,-0.11534947156906128,-0.23400813341140747,0.03224171751128324,-0.19715315103530884,-0.2602056562900543,0.007327773672955118,-0.2210935354232788,-0.20021545886993408,-0.016011930471790947,-0.2121933102607727,-0.13928765058517456,-0.028895632764829315,-0.09797430038452148,-0.251293420791626,0.011418394343422733,-0.2000039517879486,-0.27291905879974365,-0.012650575889779248,-0.22233566641807556,-0.19492393732070923,-0.028485869458449997,-0.20443588495254517,-0.13685578107833862,-0.03492771781100146,-0.08809208869934082,-0.25158023834228516,-0.014005135214461006,-0.1967180371284485,-0.2789141833782196,-0.040768399304283776,-0.22313863039016724,-0.20026260614395142,-0.04564192093027941,-0.20313510298728943,-0.13788431882858276,-0.04243383131040446,-0.09490656852722168,-0.2293209433555603,-0.03971690631522051,-0.191106915473938,-0.24766701459884644,-0.06156104004992358,-0.22007349133491516,-0.19711416959762573,-0.06200224853171221,-0.20961937308311462,-0.14722883701324463,-0.05646657518161646
O,0.0,0.0,0.0,-0.10117816925048828,-0.013068675994873047,0.0074951045081661505,-0.16895648837089539,-0.045540034770965576,-0.0020504480361296373,-0.21933192014694214,-0.07380563020706177,-0.021938512860174342,-0.22385436296463013,-0.12078839540481567,-0.03889941686236398,-0.11429005861282349,-0.23598772287368774,0.031931416304473714,-0.19957849383354187,-0.25729814171791077,0.006267380607937412,-0.2234264314174652,-0.19808101654052734,-0.01771667861783044,-0.21460455656051636,-0.13763070106506348,-0.030869117765064402,-0.09725785255432129,-0.2528800964355469,0.010953860530321435,-0.20272815227508545,-0.272967666387558,-0.013290704055066271,-0.22542616724967957,-0.19514024257659912,-0.02910571621202962,-0.20797812938690186,-0.13650119304656982,-0.03560704254948632,-0.08861500024795532,-0.2520817816257477,-0.014627232974703475,-0.19955551624298096,-0.2787736654281616,-0.041580754159326716,-0.22636470198631287,-0.19919699430465698,-0.045920844016904994,-0.20684295892715454,-0.13638907670974731,-0.042434933422441645,-0.09726649522781372,-0.22846490144729614,-0.040517802177305384,-0.19437456130981445,-0.24606528878211975,-0.06269755104028718,-0.2226271629333496,-0.19431191682815552,-0.06288299599134461,-0.21211794018745422,-0.14385277032852173,-0.057072373865480586
O,0.0,0.0,0.0,-0.1022787094116211,-0.011512160301208496,0.00828066465038546,-0.16930487751960754,-0.04408293962478638,-0.0011496218241404677,-0.21893292665481567,-0.07262730598449707,-0.020923758888955035,-0.22402462363243103,-0.11879020929336548,-0.037869398514146724,-0.11123150587081909,-0.2352360486984253,0.03159094133008011,-0.19606775045394897,-0.25697290897369385,0.006617315081541619,-0.22145840525627136,-0.19769573211669922,-0.016668691331858554,-0.21355724334716797,-0.13735324144363403,-0.029523327047343173,-0.09472614526748657,-0.25246939063072205,0.010447143545036397,-0.20011907815933228,-0.2728602886199951,-0.013203850979323306,-0.223792165517807,-0.19508570432662964,-0.028583557376975932,-0.2072482705116272,-0.13713723421096802,-0.03507041282426826,-0.08678120374679565,-0.2513746917247772,-0.015093139404768863,-0.19853666424751282,-0.2770906686782837,-0.04195103518139831,-0.2260083258152008,-0.1980217695236206,-0.04660718984376899,-0.20753830671310425,-0.13577747344970703,-0.04361439220082275,-0.09653931856155396,-0.22716683149337769,-0.04076986483704559,-0.19393175840377808,-0.24305260181427002,-0.0631619775987815,-0.22215360403060913,-0.19178557395935059,-0.06381373948823921,-0.21238619089126587,-0.1419234275817871,-0.058566370079631724
O,0.0,0.0,0.0,-0.10018378496170044,-0.011392772197723389,0.00628208173617395,-0.16761192679405212,-0.043167948722839355,-0.00366912814610032,-0.21758505702018738,-0.07050740718841553,-0.023506361151191868,-0.22286772727966309,-0.1160959005355835,-0.04026455906972615,-0.11322265863418579,-0.23240578174591064,0.029642826786187015,-0.19729796051979065,-0.2555283010005951,0.0038723993598637207,-0.22157612442970276,-0.1949307918548584,-0.019802265891883053,-0.21276038885116577,-0.134282648563385,-0.032635026702735104,-0.09644436836242676,-0.24958619475364685,0.009828278703537308,-0.20079535245895386,-0.27079540491104126,-0.015099533924910702,-0.22316724061965942,-0.19234150648117065,-0.03113197451278893,-0.20576080679893494,-0.1335253119468689,-0.03746990961775509,-0.08782953023910522,-0.24916726350784302,-0.014483320618126072,-0.1980496048927307,-0.2753838300704956,-0.04184082625255314,-0.22464948892593384,-0.1956242322921753,-0.0470497543905708,-0.20571815967559814,-0.13283765316009521,-0.04385443506583897,-0.09623062610626221,-0.22567516565322876,-0.039029155949208416,-0.19258898496627808,-0.24276745319366455,-0.06126476181492535,-0.2208515703678131,-0.1910526156425476,-0.06201080335125653,-0.21114391088485718,-0.14058470726013184,-0.05652428520664898
O,0.0,0.0,0.0,-0.09947443008422852,-0.010303139686584473,0.0041313822289907876,-0.1674458384513855,-0.04406839609146118,-0.006723550716230875,-0.21673065423965454,-0.07378959655761719,-0.02698987686056853,-0.220861554145813,-0.12013024091720581,-0.04409111813623667,-0.11216282844543457,-0.2365514039993286,0.02708002961259126,-0.19594767689704895,-0.2567022740840912,0.00029712259089365034,-0.22117364406585693,-0.19760257005691528,-0.023782072225401407,-0.21297812461853027,-0.13720273971557617,-0.03679596782643557,-0.095325767993927,-0.25228017568588257,0.007860364755799765,-0.1993880569934845,-0.2708659768104553,-0.017690600463936335,-0.22265076637268066,-0.19157671928405762,-0.032905066022465235,-0.20531904697418213,-0.13403093814849854,-0.038492908337900644,-0.08664149045944214,-0.25071781873703003,-0.016111094141194826,-0.19708451628684998,-0.2745808959007263,-0.04499749244172335,-0.2237483561038971,-0.19419562816619873,-0.049219617256710535,-0.20373636484146118,-0.1325448751449585,-0.04495781810004473,-0.09510111808776855,-0.22664344310760498,-0.04052933827955485,-0.1918923556804657,-0.2434403896331787,-0.0643549762757516,-0.21976208686828613,-0.1912824511528015,-0.0647449247630334,-0.2086193859577179,-0.1411871314048767,-0.05857781843263865
O,0.0,0.0,0.0,-0.09841912984848022,-0.010245084762573242,0.003471444190040529,-0.1651771366596222,-0.04215890169143677,-0.008419494082659185,-0.2152266502380371,-0.06955516338348389,-0.029316187774270475,-0.22087684273719788,-0.11615496873855591,-0.04696987097474903,-0.10686957836151123,-0.23654824495315552,0.023585145423680842,-0.1941981017589569,-0.2570164203643799,-0.0037210813569572565,-0.21946793794631958,-0.1945980191230774,-0.027688748141258657,-0.20969128608703613,-0.13367575407028198,-0.04071533953162998,-0.09095144271850586,-0.25288206338882446,0.005098376485079825,-0.1981956958770752,-0.2729956805706024,-0.020621317376821935,-0.22131210565567017,-0.19281047582626343,-0.03558811818572849,-0.2030811905860901,-0.13592785596847534,-0.04144567524406284,-0.08362728357315063,-0.25072941184043884,-0.017870885258048474,-0.1971578598022461,-0.2755199074745178,-0.04674794425579876,-0.22409531474113464,-0.19475513696670532,-0.050970832755297124,-0.20392844080924988,-0.13390469551086426,-0.04714717616650432,-0.09402626752853394,-0.22549569606781006,-0.04120227967712253,-0.19184738397598267,-0.2396906018257141,-0.06542444129797786,-0.21807163953781128,-0.18584740161895752,-0.06631060590359539,-0.20485419034957886,-0.13565605878829956,-0.06072069605204433
O,0.0,0.0,0.0,0.09325075149536133,-0.03176009654998779,0.01787002177627528,0.14869868755340576,-0.08009552955627441,0.015702653468565586,0.19873791933059692,-0.11001372337341309,0.0008071817825339167,0.22226834297180176,-0.16166138648986816,-0.010686524420066235,0.054960161447525024,-0.23978549242019653,0.04774298311861003,0.13890862464904785,-0.28441035747528076,0.028591606558279636,0.18794196844100952,-0.24230003356933594,0.007178379946367386,0.20405811071395874,-0.186198890209198,-0.002943845673485157,0.04178020358085632,-0.2540701627731323,0.02410468624623263,0.14639291167259216,-0.30620646476745605,0.010315334216670635,0.19330847263336182,-0.2509250044822693,-0.004585559687598106,0.2046358585357666,-0.18962299823760986,-0.011863604395671246,0.04314786195755005,-0.2507127523422241,-0.002967238401083705,0.15156707167625427,-0.3101610541343689,-0.016093468501253483,0.19862031936645508,-0.2541986107826233,-0.017447227819843647,0.21010464429855347,-0.1915285587310791,-0.014017102516277191,0.06001627445220947,-0.22821998596191406,-0.03039638905136144,0.15132111310958862,-0.27750009298324585,-0.03672311289517438,0.1968156099319458,-0.25073564052581787,-0.03062175793854749,0.2172568440437317,-0.20889395475387573,-0.023175742684884426
